TYPE,TIMESTAMP_NS,SYMBOL,PRICE,SIZE,BID_PRICE,BID_SIZE,ASK_PRICE,ASK_SIZE
QUOTE,1672583508441102920,SYNTH,,,99.95,3110,99.97,5700
QUOTE,1672583508940114087,SYNTH,,,99.94,7160,99.96,1090
QUOTE,1672583508992932592,SYNTH,,,99.95,6000,99.97,3670
QUOTE,1672583509359649677,SYNTH,,,99.94,3190,99.96,6270
QUOTE,1672583509758951043,SYNTH,,,99.94,7190,99.96,9280
QUOTE,1672583509984569184,SYNTH,,,99.93,6420,99.95,8920
QUOTE,1672583510070591164,SYNTH,,,99.93,3070,99.95,3250
QUOTE,1672583510346976008,SYNTH,,,99.92,6370,99.94,1370
QUOTE,1672583510636724603,SYNTH,,,99.92,5710,99.94,5160
QUOTE,1672583511073724954,SYNTH,,,99.93,1660,99.95,9000
TRADE,1672583511312904598,SYNTH,99.95,177,,,,
QUOTE,1672583511781225658,SYNTH,,,99.94,3450,99.96,3920
TRADE,1672583512260162090,SYNTH,99.94,164,,,,
QUOTE,1672583512743482775,SYNTH,,,99.95,7230,99.97,9870
QUOTE,1672583512890548632,SYNTH,,,99.95,4710,99.97,9060
QUOTE,1672583513095979745,SYNTH,,,99.95,8220,99.97,6870
TRADE,1672583513135818012,SYNTH,99.95,186,,,,
QUOTE,1672583513607555751,SYNTH,,,99.94,3220,99.96,7660
TRADE,1672583513781287809,SYNTH,99.94,35,,,,
QUOTE,1672583514026157457,SYNTH,,,99.96,4540,99.98,3990
TRADE,1672583514290340705,SYNTH,99.98,174,,,,
QUOTE,1672583514750632148,SYNTH,,,99.98,9740,100.0,7230
QUOTE,1672583514843454531,SYNTH,,,99.97,3010,99.99,5680
QUOTE,1672583515206863665,SYNTH,,,99.96,4540,99.98,9120
QUOTE,1672583515413632711,SYNTH,,,99.96,4690,99.98,7370
TRADE,1672583515838406829,SYNTH,99.96,134,,,,
QUOTE,1672583515862535332,SYNTH,,,99.95,4790,99.97,2280
QUOTE,1672583516237317493,SYNTH,,,99.95,9570,99.97,6780
QUOTE,1672583516698213814,SYNTH,,,99.96,4630,99.98,8840
QUOTE,1672583516865323939,SYNTH,,,99.96,4860,99.98,4000
QUOTE,1672583517035413412,SYNTH,,,99.95,8710,99.97,2940
TRADE,1672583517190459831,SYNTH,99.97,168,,,,
QUOTE,1672583517244596288,SYNTH,,,99.94,6320,99.96,2820
TRADE,1672583517539923024,SYNTH,99.94,182,,,,
QUOTE,1672583517823245977,SYNTH,,,99.95,5440,99.97,5410
TRADE,1672583517838151049,SYNTH,99.97,76,,,,
QUOTE,1672583517987828282,SYNTH,,,99.96,6260,99.98,6150
QUOTE,1672583518063541783,SYNTH,,,99.96,3750,99.98,9010
QUOTE,1672583518084038017,SYNTH,,,99.96,2390,99.98,3610
TRADE,1672583518464222010,SYNTH,99.96,59,,,,
QUOTE,1672583518717865318,SYNTH,,,99.96,8530,99.98,5450
TRADE,1672583518781799005,SYNTH,99.96,59,,,,
TRADE,1672583519248017335,SYNTH,99.96,114,,,,
TRADE,1672583519278019651,SYNTH,99.98,196,,,,
TRADE,1672583519543475840,SYNTH,99.98,161,,,,
QUOTE,1672583519905360291,SYNTH,,,99.95,7300,99.97,6780
QUOTE,1672583520129825993,SYNTH,,,99.95,6920,99.97,5510
QUOTE,1672583520556970514,SYNTH,,,99.95,4910,99.97,7250
QUOTE,1672583520990674947,SYNTH,,,99.94,2250,99.96,2740
TRADE,1672583521259568893,SYNTH,99.94,146,,,,
QUOTE,1672583521278126353,SYNTH,,,99.95,4610,99.97,5680
QUOTE,1672583521594850555,SYNTH,,,99.94,8270,99.96,5890
QUOTE,1672583521915136991,SYNTH,,,99.93,8330,99.95,5110
QUOTE,1672583522375746126,SYNTH,,,99.93,9550,99.95,1590
QUOTE,1672583522868033849,SYNTH,,,99.94,5590,99.96,4300
TRADE,1672583523157311107,SYNTH,99.94,100,,,,
QUOTE,1672583523169155449,SYNTH,,,99.94,4690,99.96,8150
QUOTE,1672583523599808954,SYNTH,,,99.94,8810,99.96,8460
TRADE,1672583523750004401,SYNTH,99.94,184,,,,
QUOTE,1672583523882677018,SYNTH,,,99.93,9440,99.95,2700
TRADE,1672583524176949372,SYNTH,99.93,89,,,,
QUOTE,1672583524444721076,SYNTH,,,99.93,7290,99.95,6980
QUOTE,1672583524477236004,SYNTH,,,99.94,4690,99.96,4080
TRADE,1672583524580552790,SYNTH,99.96,178,,,,
QUOTE,1672583524630952635,SYNTH,,,99.95,4910,99.97,3780
QUOTE,1672583525066291105,SYNTH,,,99.95,2700,99.97,1700
TRADE,1672583525547901298,SYNTH,99.95,189,,,,
QUOTE,1672583525639401133,SYNTH,,,99.95,5080,99.97,2350
QUOTE,1672583525698967998,SYNTH,,,99.95,3600,99.97,8350
TRADE,1672583526098410684,SYNTH,99.97,17,,,,
QUOTE,1672583526510718215,SYNTH,,,99.96,8430,99.98,7720
QUOTE,1672583526705625293,SYNTH,,,99.95,4730,99.97,9620
QUOTE,1672583527126008679,SYNTH,,,99.94,1120,99.96,6810
QUOTE,1672583527422533203,SYNTH,,,99.95,5440,99.97,6890
QUOTE,1672583527549948515,SYNTH,,,99.95,3560,99.97,4240
QUOTE,1672583527762124072,SYNTH,,,99.96,5550,99.98,7890
QUOTE,1672583527828956605,SYNTH,,,99.95,4250,99.97,9390
TRADE,1672583528134615634,SYNTH,99.97,92,,,,
TRADE,1672583528154684863,SYNTH,99.95,62,,,,
QUOTE,1672583528186749147,SYNTH,,,99.95,6240,99.97,5190
QUOTE,1672583528686086979,SYNTH,,,99.95,2000,99.97,3440
TRADE,1672583529085708954,SYNTH,99.95,127,,,,
TRADE,1672583529243314504,SYNTH,99.97,94,,,,
QUOTE,1672583529272092897,SYNTH,,,99.93,4890,99.95,8270
QUOTE,1672583529620683655,SYNTH,,,99.92,8360,99.94,2910
TRADE,1672583529764723147,SYNTH,99.94,150,,,,
QUOTE,1672583530051322540,SYNTH,,,99.92,7340,99.94,8840
QUOTE,1672583530535932180,SYNTH,,,99.92,7610,99.94,9410
QUOTE,1672583530934039804,SYNTH,,,99.92,8450,99.94,4410
TRADE,1672583531040270593,SYNTH,99.94,49,,,,
QUOTE,1672583531177960137,SYNTH,,,99.93,5110,99.95,5170
QUOTE,1672583531567673544,SYNTH,,,99.94,3450,99.96,6960
TRADE,1672583531795255487,SYNTH,99.94,60,,,,
QUOTE,1672583531830595240,SYNTH,,,99.94,7250,99.96,8270
QUOTE,1672583531956526117,SYNTH,,,99.95,1510,99.97,3230
QUOTE,1672583532393560866,SYNTH,,,99.94,5410,99.96,3790
TRADE,1672583532836529909,SYNTH,99.94,91,,,,
QUOTE,1672583533212315805,SYNTH,,,99.94,1730,99.96,3100
TRADE,1672583533573970515,SYNTH,99.96,19,,,,
QUOTE,1672583533833302962,SYNTH,,,99.95,9500,99.97,7930
QUOTE,1672583534279137892,SYNTH,,,99.94,2660,99.96,1350
QUOTE,1672583534473074371,SYNTH,,,99.93,8800,99.95,1320
QUOTE,1672583534697352410,SYNTH,,,99.94,8820,99.96,6620
QUOTE,1672583534807188771,SYNTH,,,99.93,1580,99.95,8750
QUOTE,1672583535188223732,SYNTH,,,99.94,4580,99.96,8590
TRADE,1672583535531092686,SYNTH,99.94,103,,,,
QUOTE,1672583535898576327,SYNTH,,,99.95,2870,99.97,1830
QUOTE,1672583536291983503,SYNTH,,,99.96,7890,99.98,6150
QUOTE,1672583536562744454,SYNTH,,,99.97,4310,99.99,3370
TRADE,1672583536939329765,SYNTH,99.97,60,,,,
TRADE,1672583537123267269,SYNTH,99.97,86,,,,
QUOTE,1672583537467970988,SYNTH,,,99.97,7660,99.99,6050
QUOTE,1672583537564939803,SYNTH,,,99.98,9950,100.0,9950
QUOTE,1672583537966760566,SYNTH,,,99.97,9750,99.99,4190
QUOTE,1672583538289477201,SYNTH,,,99.96,7020,99.98,5950
TRADE,1672583538542993284,SYNTH,99.98,171,,,,
TRADE,1672583538800779011,SYNTH,99.98,153,,,,
TRADE,1672583538892436197,SYNTH,99.96,42,,,,
QUOTE,1672583539282803754,SYNTH,,,99.97,9030,99.99,4360
QUOTE,1672583539388189942,SYNTH,,,99.98,9190,100.0,7950
QUOTE,1672583539488893595,SYNTH,,,99.99,8100,100.01,6210
QUOTE,1672583539703337823,SYNTH,,,99.99,1740,100.01,9760
TRADE,1672583540176235921,SYNTH,100.01,200,,,,
QUOTE,1672583540291997383,SYNTH,,,99.98,6460,100.0,7730
TRADE,1672583540316241760,SYNTH,100.0,85,,,,
QUOTE,1672583540466175061,SYNTH,,,99.98,3200,100.0,9440
QUOTE,1672583540511461517,SYNTH,,,99.98,4380,100.0,5970
QUOTE,1672583540622554824,SYNTH,,,99.99,5100,100.01,7770
TRADE,1672583540708334677,SYNTH,100.01,45,,,,
TRADE,1672583540811787804,SYNTH,100.01,75,,,,
QUOTE,1672583541200536103,SYNTH,,,100.0,5430,100.02,9640
QUOTE,1672583541338997806,SYNTH,,,100.01,4450,100.03,7500
QUOTE,1672583541374622298,SYNTH,,,100.0,7970,100.02,5770
QUOTE,1672583541655082706,SYNTH,,,99.99,9030,100.01,4990
QUOTE,1672583541953483389,SYNTH,,,99.98,7240,100.0,4620
QUOTE,1672583542259888037,SYNTH,,,99.98,3960,100.0,9940
QUOTE,1672583542674421257,SYNTH,,,99.98,5580,100.0,6450
QUOTE,1672583543120281703,SYNTH,,,99.98,4840,100.0,3740
QUOTE,1672583543573871254,SYNTH,,,99.98,3280,100.0,5210
QUOTE,1672583543769918294,SYNTH,,,99.98,9110,100.0,8220
QUOTE,1672583543799716315,SYNTH,,,99.99,7380,100.01,5780
QUOTE,1672583543849408315,SYNTH,,,99.98,4370,100.0,7480
QUOTE,1672583544042240741,SYNTH,,,99.98,4580,100.0,8830
QUOTE,1672583544424918559,SYNTH,,,99.98,9670,100.0,7970
TRADE,1672583544483389988,SYNTH,100.0,70,,,,
TRADE,1672583544616736495,SYNTH,99.98,80,,,,
QUOTE,1672583544854363399,SYNTH,,,99.97,2060,99.99,3700
QUOTE,1672583545005013339,SYNTH,,,99.97,6340,99.99,9720
TRADE,1672583545096807244,SYNTH,99.99,23,,,,
QUOTE,1672583545317629965,SYNTH,,,99.97,1320,99.99,1710
QUOTE,1672583545628155688,SYNTH,,,99.96,9330,99.98,6020
QUOTE,1672583546048553097,SYNTH,,,99.96,2780,99.98,2620
TRADE,1672583546453489143,SYNTH,99.96,140,,,,
QUOTE,1672583546748111341,SYNTH,,,99.95,5860,99.97,6960
QUOTE,1672583547184709621,SYNTH,,,99.95,1490,99.97,7350
TRADE,1672583547354061834,SYNTH,99.97,130,,,,
QUOTE,1672583547642286928,SYNTH,,,99.93,5070,99.95,3780
QUOTE,1672583547675955042,SYNTH,,,99.94,8170,99.96,3580
QUOTE,1672583548056675382,SYNTH,,,99.93,3490,99.95,1930
TRADE,1672583548306209047,SYNTH,99.95,70,,,,
QUOTE,1672583548458174471,SYNTH,,,99.91,7000,99.93,3260
QUOTE,1672583548772164066,SYNTH,,,99.91,1210,99.93,5230
QUOTE,1672583548796929873,SYNTH,,,99.9,8290,99.92,5400
QUOTE,1672583548902761598,SYNTH,,,99.91,6150,99.93,5950
QUOTE,1672583549092171282,SYNTH,,,99.91,1110,99.93,8840
QUOTE,1672583549208294297,SYNTH,,,99.9,8550,99.92,8200
QUOTE,1672583549259494503,SYNTH,,,99.91,8680,99.93,6000
QUOTE,1672583549428182659,SYNTH,,,99.92,9670,99.94,3780
TRADE,1672583549690812843,SYNTH,99.92,41,,,,
QUOTE,1672583550179680483,SYNTH,,,99.93,8970,99.95,9830
QUOTE,1672583550370848673,SYNTH,,,99.93,6710,99.95,2050
QUOTE,1672583550449124296,SYNTH,,,99.93,8480,99.95,7940
QUOTE,1672583550482797913,SYNTH,,,99.93,1400,99.95,7790
TRADE,1672583550668913065,SYNTH,99.93,26,,,,
QUOTE,1672583551106746272,SYNTH,,,99.93,9870,99.95,4880
TRADE,1672583551512776507,SYNTH,99.95,53,,,,
QUOTE,1672583552008797216,SYNTH,,,99.93,3540,99.95,3930
QUOTE,1672583552285036476,SYNTH,,,99.93,1360,99.95,9290
QUOTE,1672583552422965335,SYNTH,,,99.92,1500,99.94,9980
QUOTE,1672583552854652000,SYNTH,,,99.93,1580,99.95,4540
QUOTE,1672583553018255529,SYNTH,,,99.92,3760,99.94,3060
QUOTE,1672583553329420305,SYNTH,,,99.92,9680,99.94,8620
QUOTE,1672583553519673658,SYNTH,,,99.92,9950,99.94,5550
QUOTE,1672583553781758375,SYNTH,,,99.92,1560,99.94,3380
QUOTE,1672583553851068599,SYNTH,,,99.93,1860,99.95,6090
TRADE,1672583554216170067,SYNTH,99.93,37,,,,
TRADE,1672583554531713512,SYNTH,99.93,174,,,,
QUOTE,1672583555025064158,SYNTH,,,99.93,4940,99.95,8620
TRADE,1672583555275115837,SYNTH,99.95,61,,,,
QUOTE,1672583555450581844,SYNTH,,,99.93,3780,99.95,8960
QUOTE,1672583555741586490,SYNTH,,,99.92,3310,99.94,1350
TRADE,1672583556000681374,SYNTH,99.94,96,,,,
QUOTE,1672583556283278491,SYNTH,,,99.93,3630,99.95,5700
TRADE,1672583556653273395,SYNTH,99.95,73,,,,
TRADE,1672583557073291413,SYNTH,99.93,52,,,,
QUOTE,1672583557258361095,SYNTH,,,99.93,2440,99.95,8020
QUOTE,1672583557470413167,SYNTH,,,99.94,5690,99.96,9070
QUOTE,1672583557749584276,SYNTH,,,99.94,2110,99.96,2700
TRADE,1672583558038634804,SYNTH,99.96,148,,,,
QUOTE,1672583558052330800,SYNTH,,,99.95,9380,99.97,5490
QUOTE,1672583558311788955,SYNTH,,,99.96,3730,99.98,3670
QUOTE,1672583558735658012,SYNTH,,,99.96,1470,99.98,7550
TRADE,1672583559147588418,SYNTH,99.98,123,,,,
QUOTE,1672583559618732021,SYNTH,,,99.95,6950,99.97,9460
TRADE,1672583559803249109,SYNTH,99.95,59,,,,
QUOTE,1672583559823744639,SYNTH,,,99.95,5120,99.97,3470
QUOTE,1672583560115713681,SYNTH,,,99.96,7690,99.98,7500
TRADE,1672583560493661320,SYNTH,99.98,83,,,,
QUOTE,1672583560658768729,SYNTH,,,99.95,9260,99.97,8480
TRADE,1672583560830530557,SYNTH,99.97,24,,,,
TRADE,1672583561315052674,SYNTH,99.97,166,,,,
QUOTE,1672583561419820000,SYNTH,,,99.97,3290,99.99,2720
QUOTE,1672583561642007369,SYNTH,,,99.97,8980,99.99,9580
TRADE,1672583562100352201,SYNTH,99.97,74,,,,
QUOTE,1672583562380529603,SYNTH,,,99.97,3970,99.99,2220
QUOTE,1672583562443747199,SYNTH,,,99.97,5400,99.99,7950
QUOTE,1672583562652920095,SYNTH,,,99.97,4370,99.99,4270
TRADE,1672583562929398545,SYNTH,99.97,98,,,,
QUOTE,1672583562951008712,SYNTH,,,99.96,1410,99.98,5120
QUOTE,1672583563212470089,SYNTH,,,99.97,5930,99.99,6130
QUOTE,1672583563711668135,SYNTH,,,99.96,2090,99.98,3500
TRADE,1672583564055882394,SYNTH,99.96,188,,,,
TRADE,1672583564313651142,SYNTH,99.98,199,,,,
QUOTE,1672583564564541868,SYNTH,,,99.96,5120,99.98,8070
TRADE,1672583565001633413,SYNTH,99.96,62,,,,
QUOTE,1672583565446748775,SYNTH,,,99.97,8980,99.99,2050
QUOTE,1672583565653758495,SYNTH,,,99.96,2540,99.98,2330
QUOTE,1672583566067619156,SYNTH,,,99.97,8950,99.99,2450
TRADE,1672583566408030853,SYNTH,99.99,32,,,,
QUOTE,1672583566806625585,SYNTH,,,99.97,4280,99.99,8690
TRADE,1672583566890966046,SYNTH,99.97,140,,,,
TRADE,1672583566936167440,SYNTH,99.97,12,,,,
QUOTE,1672583567071477926,SYNTH,,,99.97,6480,99.99,6270
TRADE,1672583567265208577,SYNTH,99.97,85,,,,
TRADE,1672583567550667804,SYNTH,99.97,189,,,,
TRADE,1672583567825354494,SYNTH,99.97,125,,,,
QUOTE,1672583568135896494,SYNTH,,,99.98,8920,100.0,4360
QUOTE,1672583568354998909,SYNTH,,,99.98,5190,100.0,5520
QUOTE,1672583568515598477,SYNTH,,,99.99,8080,100.01,9840
TRADE,1672583568854150935,SYNTH,100.01,23,,,,
TRADE,1672583569233885264,SYNTH,99.99,47,,,,
TRADE,1672583569554992791,SYNTH,100.01,197,,,,
TRADE,1672583569729633115,SYNTH,100.01,114,,,,
QUOTE,1672583569805282227,SYNTH,,,100.0,7750,100.02,1870
QUOTE,1672583569951322151,SYNTH,,,100.01,5590,100.03,6610
QUOTE,1672583570380902296,SYNTH,,,100.0,4970,100.02,3930
TRADE,1672583570416495470,SYNTH,100.02,127,,,,
QUOTE,1672583570463613914,SYNTH,,,100.0,7840,100.02,2470
QUOTE,1672583570693207598,SYNTH,,,100.0,9620,100.02,3010
QUOTE,1672583570976308499,SYNTH,,,100.0,6090,100.02,8800
TRADE,1672583571176089563,SYNTH,100.0,170,,,,
QUOTE,1672583571324710009,SYNTH,,,99.99,1460,100.01,4740
QUOTE,1672583571362546149,SYNTH,,,99.99,2410,100.01,2760
QUOTE,1672583571828730524,SYNTH,,,99.98,4890,100.0,8980
QUOTE,1672583572115586605,SYNTH,,,99.98,2980,100.0,5420
TRADE,1672583572261923766,SYNTH,99.98,78,,,,
QUOTE,1672583572410938613,SYNTH,,,99.97,5000,99.99,4520
QUOTE,1672583572567976747,SYNTH,,,99.97,8280,99.99,1470
TRADE,1672583572823060193,SYNTH,99.97,79,,,,
QUOTE,1672583573249095397,SYNTH,,,99.96,9900,99.98,6490
QUOTE,1672583573514899760,SYNTH,,,99.96,6830,99.98,2620
QUOTE,1672583573574894022,SYNTH,,,99.97,9680,99.99,5790
TRADE,1672583573663823598,SYNTH,99.97,181,,,,
QUOTE,1672583574064008665,SYNTH,,,99.97,8750,99.99,8390
QUOTE,1672583574425181188,SYNTH,,,99.97,2050,99.99,8440
QUOTE,1672583574803534344,SYNTH,,,99.97,4490,99.99,3550
TRADE,1672583574843291548,SYNTH,99.97,148,,,,
QUOTE,1672583575272995032,SYNTH,,,99.96,6140,99.98,9610
QUOTE,1672583575438934166,SYNTH,,,99.97,9100,99.99,9520
QUOTE,1672583575501353662,SYNTH,,,99.98,4410,100.0,5950
TRADE,1672583575740600917,SYNTH,99.98,185,,,,
QUOTE,1672583576235291441,SYNTH,,,99.98,4890,100.0,5270
QUOTE,1672583576681231951,SYNTH,,,99.97,1840,99.99,7540
QUOTE,1672583576767208578,SYNTH,,,99.98,3360,100.0,9450
TRADE,1672583577179486231,SYNTH,99.98,163,,,,
QUOTE,1672583577510899279,SYNTH,,,99.98,9600,100.0,5720
TRADE,1672583577687921988,SYNTH,99.98,162,,,,
QUOTE,1672583578185086634,SYNTH,,,99.99,8690,100.01,3750
TRADE,1672583578345746782,SYNTH,100.01,72,,,,
TRADE,1672583578421084177,SYNTH,100.01,123,,,,
QUOTE,1672583578682630014,SYNTH,,,99.97,1890,99.99,1830
QUOTE,1672583578718130389,SYNTH,,,99.96,8150,99.98,8490
QUOTE,1672583579113199004,SYNTH,,,99.96,2690,99.98,4440
TRADE,1672583579331184258,SYNTH,99.96,170,,,,
QUOTE,1672583579709019348,SYNTH,,,99.94,4890,99.96,6720
QUOTE,1672583580148919952,SYNTH,,,99.94,9170,99.96,9190
TRADE,1672583580498558465,SYNTH,99.94,166,,,,
QUOTE,1672583580838940001,SYNTH,,,99.93,9720,99.95,5790
QUOTE,1672583581295943410,SYNTH,,,99.93,6090,99.95,6750
QUOTE,1672583581431621163,SYNTH,,,99.92,4320,99.94,9540
TRADE,1672583581737201815,SYNTH,99.92,23,,,,
QUOTE,1672583582063576311,SYNTH,,,99.93,9650,99.95,4710
QUOTE,1672583582184696467,SYNTH,,,99.94,7430,99.96,8810
QUOTE,1672583582517743202,SYNTH,,,99.93,7890,99.95,3360
QUOTE,1672583582739942877,SYNTH,,,99.94,7900,99.96,7080
QUOTE,1672583583216292154,SYNTH,,,99.94,1160,99.96,8360
TRADE,1672583583474429929,SYNTH,99.96,111,,,,
TRADE,1672583583798535585,SYNTH,99.96,177,,,,
QUOTE,1672583583875110550,SYNTH,,,99.95,7090,99.97,7880
QUOTE,1672583583942277489,SYNTH,,,99.96,8630,99.98,5750
QUOTE,1672583584284757913,SYNTH,,,99.97,4760,99.99,1260
TRADE,1672583584639696646,SYNTH,99.99,20,,,,
QUOTE,1672583584939294150,SYNTH,,,99.95,6850,99.97,6180
TRADE,1672583585238733557,SYNTH,99.95,156,,,,
TRADE,1672583585618360472,SYNTH,99.97,36,,,,
QUOTE,1672583585761037935,SYNTH,,,99.94,5310,99.96,2480
TRADE,1672583586055381045,SYNTH,99.94,158,,,,
QUOTE,1672583586461828135,SYNTH,,,99.94,4320,99.96,2860
QUOTE,1672583586795834909,SYNTH,,,99.94,7840,99.96,1230
TRADE,1672583586806054987,SYNTH,99.94,168,,,,
TRADE,1672583586859851422,SYNTH,99.96,118,,,,
QUOTE,1672583586988308637,SYNTH,,,99.95,1850,99.97,7450
TRADE,1672583587064475866,SYNTH,99.95,157,,,,
QUOTE,1672583587425209454,SYNTH,,,99.95,6660,99.97,5370
QUOTE,1672583587625729884,SYNTH,,,99.95,6230,99.97,6140
QUOTE,1672583587894169451,SYNTH,,,99.95,4450,99.97,5040
QUOTE,1672583588206962282,SYNTH,,,99.96,8250,99.98,9090
TRADE,1672583588653338903,SYNTH,99.98,170,,,,
QUOTE,1672583589108990635,SYNTH,,,99.97,3430,99.99,1260
TRADE,1672583589182787668,SYNTH,99.99,97,,,,
QUOTE,1672583589611580195,SYNTH,,,99.97,6120,99.99,2600
QUOTE,1672583589991277210,SYNTH,,,99.97,7390,99.99,2330
QUOTE,1672583590455785951,SYNTH,,,99.97,3080,99.99,8280
QUOTE,1672583590701255293,SYNTH,,,99.98,8040,100.0,5860
QUOTE,1672583591135236426,SYNTH,,,99.98,9800,100.0,3590
TRADE,1672583591626640668,SYNTH,99.98,127,,,,
TRADE,1672583591801171911,SYNTH,100.0,132,,,,
TRADE,1672583591882372310,SYNTH,99.98,17,,,,
QUOTE,1672583592042220372,SYNTH,,,99.99,7360,100.01,1950
QUOTE,1672583592500225662,SYNTH,,,99.98,2690,100.0,1740
TRADE,1672583592601776507,SYNTH,100.0,75,,,,
QUOTE,1672583592762109546,SYNTH,,,99.96,1640,99.98,9710
TRADE,1672583592997861639,SYNTH,99.98,12,,,,
QUOTE,1672583593496464714,SYNTH,,,99.98,7650,100.0,8980
QUOTE,1672583593548348393,SYNTH,,,99.97,1090,99.99,2650
TRADE,1672583593940063715,SYNTH,99.97,25,,,,
QUOTE,1672583594136330900,SYNTH,,,99.97,1590,99.99,8000
QUOTE,1672583594279409471,SYNTH,,,99.96,5820,99.98,2230
TRADE,1672583594747734357,SYNTH,99.98,25,,,,
QUOTE,1672583594763436970,SYNTH,,,99.98,6440,100.0,2690
QUOTE,1672583594872491473,SYNTH,,,99.98,4180,100.0,1110
TRADE,1672583594904516327,SYNTH,99.98,34,,,,
QUOTE,1672583595105889853,SYNTH,,,99.97,3580,99.99,9420
QUOTE,1672583595416933650,SYNTH,,,99.97,2950,99.99,6910
QUOTE,1672583595724495267,SYNTH,,,99.97,3330,99.99,5760
TRADE,1672583596122121574,SYNTH,99.97,25,,,,
QUOTE,1672583596361866021,SYNTH,,,99.97,2550,99.99,7720
TRADE,1672583596723593882,SYNTH,99.97,115,,,,
TRADE,1672583596913485565,SYNTH,99.99,102,,,,
QUOTE,1672583597297579287,SYNTH,,,99.98,5630,100.0,3890
QUOTE,1672583597599549920,SYNTH,,,99.98,3210,100.0,4190
QUOTE,1672583598083407503,SYNTH,,,99.98,4650,100.0,1700
TRADE,1672583598533422959,SYNTH,99.98,195,,,,
TRADE,1672583598685627903,SYNTH,99.98,199,,,,
QUOTE,1672583599130769220,SYNTH,,,99.99,4250,100.01,1330
QUOTE,1672583599424552201,SYNTH,,,99.99,1920,100.01,3870
QUOTE,1672583599905863497,SYNTH,,,99.98,8630,100.0,4780
TRADE,1672583600028956242,SYNTH,99.98,51,,,,
QUOTE,1672583600254960991,SYNTH,,,99.99,8770,100.01,1040
QUOTE,1672583600533293024,SYNTH,,,99.98,7160,100.0,8760
QUOTE,1672583600970478505,SYNTH,,,99.99,6830,100.01,6030
TRADE,1672583601159600279,SYNTH,100.01,139,,,,
QUOTE,1672583601198820026,SYNTH,,,99.99,6560,100.01,4960
QUOTE,1672583601566174466,SYNTH,,,99.98,9450,100.0,9080
QUOTE,1672583601742093695,SYNTH,,,99.99,6450,100.01,8570
TRADE,1672583601798239956,SYNTH,99.99,73,,,,
QUOTE,1672583601863448505,SYNTH,,,99.98,8880,100.0,5930
QUOTE,1672583602215442869,SYNTH,,,99.97,1820,99.99,7230
QUOTE,1672583602631641225,SYNTH,,,99.98,3030,100.0,3660
QUOTE,1672583602657061837,SYNTH,,,99.98,1920,100.0,8950
QUOTE,1672583602669248375,SYNTH,,,99.98,2440,100.0,2210
QUOTE,1672583602828827060,SYNTH,,,99.98,2290,100.0,9850
TRADE,1672583602850723068,SYNTH,99.98,86,,,,
QUOTE,1672583603009829933,SYNTH,,,100.0,8430,100.02,7420
QUOTE,1672583603367277298,SYNTH,,,100.01,5580,100.03,6170
QUOTE,1672583603729996147,SYNTH,,,100.01,4830,100.03,5590
QUOTE,1672583603884787396,SYNTH,,,100.01,6550,100.03,3730
TRADE,1672583604287723034,SYNTH,100.03,129,,,,
QUOTE,1672583604464406292,SYNTH,,,100.01,2650,100.03,3240
QUOTE,1672583604789120884,SYNTH,,,100.01,5280,100.03,1960
TRADE,1672583604860278758,SYNTH,100.01,69,,,,
TRADE,1672583605313187342,SYNTH,100.01,186,,,,
QUOTE,1672583605370081061,SYNTH,,,100.0,6810,100.02,2780
QUOTE,1672583605625373987,SYNTH,,,99.99,2970,100.01,7890
QUOTE,1672583606097099880,SYNTH,,,99.98,9330,100.0,6440
QUOTE,1672583606245979495,SYNTH,,,99.98,3660,100.0,1990
TRADE,1672583606510448121,SYNTH,99.98,67,,,,
TRADE,1672583606725776649,SYNTH,100.0,37,,,,
QUOTE,1672583606934019901,SYNTH,,,99.99,2300,100.01,7050
QUOTE,1672583607375289253,SYNTH,,,99.99,7210,100.01,9700
TRADE,1672583607871916161,SYNTH,99.99,82,,,,
TRADE,1672583607887605849,SYNTH,100.01,14,,,,
QUOTE,1672583608169688103,SYNTH,,,100.0,2240,100.02,4770
TRADE,1672583608516153023,SYNTH,100.02,66,,,,
QUOTE,1672583608579076306,SYNTH,,,99.98,5060,100.0,9520
TRADE,1672583609005355179,SYNTH,100.0,94,,,,
QUOTE,1672583609279157047,SYNTH,,,99.96,5220,99.98,5490
QUOTE,1672583609755060400,SYNTH,,,99.96,1100,99.98,8260
QUOTE,1672583609954902213,SYNTH,,,99.97,8170,99.99,4030
TRADE,1672583610297084094,SYNTH,99.97,101,,,,
TRADE,1672583610316102282,SYNTH,99.97,135,,,,
QUOTE,1672583610454754146,SYNTH,,,99.96,7150,99.98,3830
QUOTE,1672583610886384398,SYNTH,,,99.97,5970,99.99,7350
TRADE,1672583611270291977,SYNTH,99.99,99,,,,
QUOTE,1672583611426021746,SYNTH,,,99.98,2870,100.0,1150
QUOTE,1672583611568260917,SYNTH,,,99.97,7760,99.99,7980
QUOTE,1672583611847319506,SYNTH,,,99.96,8980,99.98,3860
TRADE,1672583612277615455,SYNTH,99.96,11,,,,
QUOTE,1672583612678961478,SYNTH,,,99.97,2960,99.99,2080
QUOTE,1672583613172597675,SYNTH,,,99.96,3990,99.98,1630
TRADE,1672583613208720613,SYNTH,99.96,86,,,,
QUOTE,1672583613564986864,SYNTH,,,99.95,1240,99.97,9120
